address,status,encoded_constructor_args,decoded_constructor_args
0xf4707e0818acef071577e3387301fb1837160432,decoded,00000000000000000000000000000000000000000000000000000000000000e00000000000000000000000000000000000000000000000000000000000000120000000000000000000000000000000000000000000000000000000000000016000000000000000000000000000000000000000000000000000000000000001c00000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000c35000000000000000000000000020bdca5a24558f0bd9520ee833593dbfbb1e0206000000000000000000000000000000000000000000000000000000000000001f68747470733a2f2f7777772e6c69717569646974796c6f74746f2e636f6d2f00000000000000000000000000000000000000000000000000000000000000001a68747470733a2f2f742e6d652f4c697175646974794c6f74746f000000000000000000000000000000000000000000000000000000000000000000000000002468747470733a2f2f7777772e7477697463682e74762f6c69717569646974796c6f74746f0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000174c6971756964697479204c6f74746f20526f756e642033000000000000000000000000000000000000000000000000000000000000000000000000000000000b4c514c20526f756e642033000000000000000000000000000000000000000000,"{""Website"": ""https://www.liquiditylotto.com/"", ""Telegramlink"": ""https://t.me/LiqudityLotto"", ""Twitch"": ""https://www.twitch.tv/liquiditylotto"", ""name"": ""Liquidity Lotto Round 3"", ""symbol"": ""LQL Round 3"", ""initialSupply"": 50000, ""owner"": ""0x20bdca5a24558f0bd9520ee833593dbfbb1e0206""}"
0xe5182c28472d6ea4ef5b5edb6d3b13ca25d1f041,decoded,00000000000000000000000000000000000000000000000000000000000000e00000000000000000000000000000000000000000000000000000000000000120000000000000000000000000000000000000000000000000000000000000016000000000000000000000000000000000000000000000000000000000000001c0000000000000000000000000000000000000000000000000000000000000022000000000000000000000000000000000000000000000000000000000000003e800000000000000000000000020bdca5a24558f0bd9520ee833593dbfbb1e0206000000000000000000000000000000000000000000000000000000000000001f68747470733a2f2f7777772e6c69717569646974796c6f74746f2e636f6d2f00000000000000000000000000000000000000000000000000000000000000001a68747470733a2f2f742e6d652f4c697175646974794c6f74746f000000000000000000000000000000000000000000000000000000000000000000000000002468747470733a2f2f7777772e7477697463682e74762f6c69717569646974796c6f74746f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002a4c6971756964697479204c6f74746f2068747470733a2f2f742e6d652f4c697175646974794c6f74746f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a4c514c20526f756e643200000000000000000000000000000000000000000000,"{""Website"": ""https://www.liquiditylotto.com/"", ""Telegramlink"": ""https://t.me/LiqudityLotto"", ""Twitch"": ""https://www.twitch.tv/liquiditylotto"", ""name"": ""Liquidity Lotto https://t.me/LiqudityLotto"", ""symbol"": ""LQL Round2"", ""initialSupply"": 1000, ""owner"": ""0x20bdca5a24558f0bd9520ee833593dbfbb1e0206""}"
0x98ee684bf72af47e5c15f2019e4e4b541cb3d627,no_constructor,,
0x2604fa406be957e542beb89e6754fcde6815e83f,decode_failed,,
0xa86914a1402f3cdcb27084e08a47445e8ab1bbab,no_constructor,,
0x15ac22205ee3a29f332d5ff9769f08d7d13f4954,no_constructor,,
0x2ef27bf41236bd859a95209e17a43fbd26851f92,no_constructor,,
0x6d3475a51ef25e210e7f2851ce4af528738a975a,no_constructor,,
0x74a17d86e7b60ba3944967dce8d0a4551719d18f,no_constructor,,
0x215d253583d79259c56ffa188dc0744f6a7d26c1,decoded,0000000000000000000000009158ecbb4931c1af4c0b7e1b1e7447e2784e0b34,"{""ads"": ""0x9158ecbb4931c1af4c0b7e1b1e7447e2784e0b34""}"
0xe0ed41628fa610f525a989e847a0099f22bc7681,no_constructor,,
0x24df76b88a2ea9ae3c3af5402ba4493226a82143,decoded,000000000000000000000000000000000000000000000000000000012a05f200000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a00000000000000000000000000000000000000000000000000000000000000006444150504c45000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000034441500000000000000000000000000000000000000000000000000000000000,"{""initialSupply"": 5000000000, ""tokenName"": ""DAPPLE"", ""tokenSymbol"": ""DAP""}"
0xd184b10ee51be2c6bf45214b048f311a15296cae,no_constructor,,
0x98c0a763de628863f0afb9d75eeee9ad06b18c8e,decoded,000000000000000000000000000000000000000000000000000000003b7c4580000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a000000000000000000000000000000000000000000000000000000000000000044d4154540000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044d41545400000000000000000000000000000000000000000000000000000000,"{""initialSupply"": 998000000, ""tokenName"": ""MATT"", ""tokenSymbol"": ""MATT""}"
0x7fa4f8d1b089d79b65bc35805726a380e0ef4c1b,decoded,0000000000000000000000000000000000000000000000000000000027c19cc0000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a00000000000000000000000000000000000000000000000000000000000000009e695b0e4bd8de580bc000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044445544300000000000000000000000000000000000000000000000000000000,"{""initialSupply"": 667000000, ""tokenName"": ""数位值"", ""tokenSymbol"": ""DETC""}"
0x89cf87c35e69a9b84f7a3e50eaf54bfc3cabc377,no_constructor,,
0x090fc358fa1a992c083590c7dd33ad5208a02e9d,no_constructor,,
0x7d517345f11c69a93a28be80fcee0d6234273651,no_constructor,,
0x8de1cb4124904ede26d7295ef1f83bab4c2bcfc0,no_constructor,,
0x6ff869d8727ef71369dd33d7e6fd63da31ae203f,no_constructor,,
0x06308b924dc8fe805bd28d3170b7c8b9909e4eba,no_constructor,,
0xc40adca098945a87738f8f24ac38c9dd46730c45,no_constructor,,
0x5652ef57783eb0a9538d15bd94e52f932aac5311,no_constructor,,
0x9cddb488d39821f06057dfb0f7885964da3d801b,no_constructor,,
0xb0fe24dc6222e9d9d0e43ab67f40c578af810d21,no_constructor,,
0x0ec4207aa379dfcd9239e987530b95a55178e5eb,no_constructor,,
0xc5d105e63711398af9bbff092d4b6769c82f793d,no_constructor,,
0x4b4c853e309ff1f41f8a41c09798e11a49f3a1b3,no_constructor,,
0x23a29db31d0b1e176789043a21313590ce43a784,no_constructor,,
0x9b890d633a791efc91c61f1e99812ad2b9a3a4ab,no_constructor,,
0x25898d8b26130716ae9239969df075348f38e69a,no_constructor,,
0x03ed890912679a0796c759e0224f32e1a3b2f0b7,no_constructor,,
0xcba180c68b3420d1926d0716643d60f0d4270a17,no_constructor,,
0x109c116066681fac29dbf884bf56467fa27b2ba3,no_constructor,,
0x8d2574eb205d3e02a821fdf247ea55a2272f9b06,no_constructor,,
0x4230c472eba5825d0ff3dde459cb02726945353f,no_constructor,,
0xa4dcb63d025c3e63bdd0d93e78d6f4ac7810784d,no_constructor,,
0xf4cfdb2807afbeb738a77a4fd045efdc0c798b93,no_constructor,,
0x276172bd74ea9400a9754e5d4c8b0662f02d29ad,no_constructor,,
0xe065dced63f39de77abc90aa0d25083ded6d25e4,no_constructor,,
0x4c349d7b58b9621fddb27fa05bdbb7608e88ac8e,no_constructor,,
0xfcaed20ebcd6bcfc6555e4505b386693522d7e4f,no_constructor,,
0x0de56da7b0fd0ad9f095ea5bf0656cac62a0fe2e,no_constructor,,
0x3bd183046cf51acc807d1f0680029fa764f17bee,no_constructor,,
0x61402cad3249386d52df06ba253e6266dfe40475,no_constructor,,
0x8e2f94c4bf476ba14d931a38fbbace6e87d896a1,no_constructor,,
0x660ca6fe17a992b37c1897955630c56e61e492fb,no_constructor,,
0xc2e48cb880a4471c0408ce9463d275a471aa442e,no_constructor,,
0x65e6149e098dd951b579da258c6ea6e3c15dffa1,no_constructor,,
0xe4ffee3b33360e21ea2aec37a39901cb720eb84c,no_constructor,,
0x4c3d09e964de6232d978be506f4becc4f0c2b309,no_constructor,,
0x95fa5c2d804838164bdca5c188e9ffd1d8a624dc,decoded,000000000000000000000000000000000000000000000000000000003b9aca00000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000000000000000000000000000000000000000000a506f6e6720436861696e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004504f4e4700000000000000000000000000000000000000000000000000000000,"{""initialSupply"": 1000000000, ""tokenName"": ""Pong Chain"", ""tokenSymbol"": ""PONG""}"
0x5d64d850c8368008afb39224e92ad0dceff3cf38,decoded,000000000000000000000000000000000000000000000000000000000e4e1c00000000000000000000000000000000000000000000000000000000000000008000000000000000000000000000000000000000000000000000000000000000c0000000000000000000000000edb8ee8d885407fbd95368ad825a5be7912d425f00000000000000000000000000000000000000000000000000000000000000064d494e444f4c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000034d494e0000000000000000000000000000000000000000000000000000000000,"{""initialSupply"": 240000000, ""tokenName"": ""MINDOL"", ""tokenSymbol"": ""MIN"", ""tokenOwner"": ""0xedb8ee8d885407fbd95368ad825a5be7912d425f""}"
0x54ee540b38fc6e0548172fe651927d85366c6bf7,no_constructor,,
0x1354c8c1a66c2573ce9cc3e92e98d17869501a46,no_constructor,,
0xf7adb0da60ae54e20f92e38b94f3790a3bb80673,no_constructor,,
0x17cba58578eecaee898242a02edac75b8cc17231,no_constructor,,
0x1f10822c753a1f587923d9916e64738ee7c27419,no_constructor,,
0x31041f1b393c46e324d9a23406e39a13705eb204,no_constructor,,
0x41b6f68950dae15242c3b35bcc9ad6446fcf0849,decoded,00000000000000000000000000000000000000000000000000000000b2d05e00000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a000000000000000000000000000000000000000000000000000000000000000034b4441000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000034b44410000000000000000000000000000000000000000000000000000000000,"{""initialSupply"": 3000000000, ""tokenName"": ""KDA"", ""tokenSymbol"": ""KDA""}"
0xf49cdd50ad408d387d611f88a647179c3de3492b,decoded,00000000000000000000000000000000000000000000000000000000000000a000000000000000000000000000000000000000000000000000000000000000e000000000000000000000000000000000000000000000000000000000000000120000000000000000000000000000000000000000000000000000000005f5e100000000000000000000000000ca40773e8f5b4ce95c213f22f11a9be5401608180000000000000000000000000000000000000000000000000000000000000009436172676f436f696e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044352474f00000000000000000000000000000000000000000000000000000000,"{""_name"": ""CargoCoin"", ""_symbol"": ""CRGO"", ""_decimals"": 18, ""_totalSupply"": 100000000, ""_admin"": ""0xca40773e8f5b4ce95c213f22f11a9be540160818""}"
0x01cf25c7ec19ee5dece80b121121c731037b3d53,no_constructor,,
0xe10781729130753f60784badae2373ad647f2608,no_constructor,,
0x9954ff0295443c01f562dccb1f893be464e01986,no_constructor,,
0xb8367cce6084866d6a2968d4dbb3d32807e7ed54,no_constructor,,
0xd31ea91a651c9ae14fd7504149423ac6ed4b2ae0,no_constructor,,
0xc19f837a02991a01f7456503ab28a19b64f17607,no_constructor,,
0x8296bbfd4a8c60edc484cd0e4610ce2e12718c16,no_constructor,,
0x04a9699139017336ff9df15f2896b9f89a2af9da,no_constructor,,
0xcb5d0da37343fb6039e67f57d31864e080f080ba,no_constructor,,
0x7dc35bc0330a4c863e9ee6d71c1406b4f9b59751,no_constructor,,
0xceaf5ab06d418b5c9c1955f340eb68d4add73cb6,no_constructor,,
0x9838f5adc2bcd5a25a4eefa96c7d1a86cc3e4f83,no_constructor,,
0x811b783c762d7635a6c1dc58fb62bfaa61092f32,no_constructor,,
0x6f7a4bac3315b5082f793161a22e26666d22717f,decoded,0000000000000000000000000000000000000000204fce5e3e250261100000000000000000000000000000000000c72e03a01cd93b2b68b5e08b7bfd49182b3a,"{""initial_balance"": 10000000000000000000000000000, ""wallet"": ""0x0000c72e03a01cd93b2b68b5e08b7bfd49182b3a""}"
0x27e26641e200a33839ccd02bd78da40432cde6cc,no_constructor,,
0x9570ec7ab05d61877ff7eb180f837c7c079c4844,decoded,0000000000000000000000000000000000000000000000000000000077359400000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a00000000000000000000000000000000000000000000000000000000000000008474150746f6b656e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000034741500000000000000000000000000000000000000000000000000000000000,"{""initialSupply"": 2000000000, ""tokenName"": ""GAPtoken"", ""tokenSymbol"": ""GAP""}"
0xdd8a513d11bd563e009f8e561c488ba7969470e1,decoded,000000000000000000000000000000000000000000000000000000003b9aca00000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a00000000000000000000000000000000000000000000000000000000000000004444343420000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044443434200000000000000000000000000000000000000000000000000000000,"{""initialSupply"": 1000000000, ""tokenName"": ""DCCB"", ""tokenSymbol"": ""DCCB""}"
0xbc2faad1ec407571249b0e874a9abd840111389b,no_constructor,,
0x73bd8f8e0beec2b9cb55deccb4ea72b26fed3359,decoded,0000000000000000000000006936b470351b91854aeb7d58f37345994c865be700000000000000000000000000000000000000000000000000000000000000a000000000000000000000000000000000000000000000000000000000000000e000000000000000000000000000000000000000000000000000000000011a49a00000000000000000000000000000000000000000000000000000000000000012000000000000000000000000000000000000000000000000000000000000000a5461636f20546f6b656e0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000035441430000000000000000000000000000000000000000000000000000000000,"{""_owner"": ""0x6936b470351b91854aeb7d58f37345994c865be7"", ""_name"": ""Taco Token"", ""_symbol"": ""TAC"", ""_totalSupply"": 18500000, ""_decimals"": 18}"
0x50b676fa034b9afe83e05968f2b76aef2c35228d,decoded,0000000000000000000000000000000000000000000000000000000009ee1d40000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000000000000000000000000000000000000000000954575120546f6b656e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000035457510000000000000000000000000000000000000000000000000000000000,"{""initialSupply"": 166600000, ""tokenName"": ""TWQ Token"", ""tokenSymbol"": ""TWQ""}"
0x71a982a028c9d4b0566041a78df12b810462e155,decoded,000000000000000000000000000000000000000000000000000000004d7c6d00000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a000000000000000000000000000000000000000000000000000000000000000065446636f696e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000035446430000000000000000000000000000000000000000000000000000000000,"{""initialSupply"": 1300000000, ""tokenName"": ""TFcoin"", ""tokenSymbol"": ""TFC""}"
0x2ba93f4cce841e5cd0da320e72e62a860cfd6333,decoded,000000000000000000000000000000000000000000000000000000003b9aca00000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000000000000000000000000000000000000000000e4c696e6b2042697420536861726500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000034c42530000000000000000000000000000000000000000000000000000000000,"{""initialSupply"": 1000000000, ""tokenName"": ""Link Bit Share"", ""tokenSymbol"": ""LBS""}"
0x7d227fe3c5885c3875180e03c548d09ebe1b0119,no_constructor,,
0xeb34ecce760437cd16d549d19d97dd1c3308c23f,decoded,0000000000000000000000000000000000000000000000000000000008f0d180000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a000000000000000000000000000000000000000000000000000000000000000044e5454430000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044e54544300000000000000000000000000000000000000000000000000000000,"{""initialSupply"": 150000000, ""tokenName"": ""NTTC"", ""tokenSymbol"": ""NTTC""}"
0x9e7ce36dbd1a9a6c6e80d08e38077745855edd3a,decoded,00000000000000000000000000000000000000000000000000005af3107a4000000000000000000000000000000000000000000000000000000000000000008000000000000000000000000000000000000000000000000000000000000000c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000742696d636f696e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000342494d0000000000000000000000000000000000000000000000000000000000,"{""initialSupply"": 100000000000000, ""tokenName"": ""Bimcoin"", ""tokenSymbol"": ""BIM"", ""_useFiatContract"": false}"
0x0dd13e9ffe0f94a76da4e9bb37500d42ddcd3d5a,decoded,000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000000000000000000000000000000009184e72a0000000000000000000000000000000000000000000000000000000000000000008464f5858535741500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008464f585853574150000000000000000000000000000000000000000000000000,"{""_name"": ""FOXXSWAP"", ""_symbol"": ""FOXXSWAP"", ""_supply"": 10000000000000}"
0x1eefad9a556530f8af9a06ff696a48fbc2d369cc,decoded,000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000000000000000000000000000000009184e72a0000000000000000000000000000000000000000000000000000000000000000007414952534849420000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000074149525348494200000000000000000000000000000000000000000000000000,"{""_name"": ""AIRSHIB"", ""_symbol"": ""AIRSHIB"", ""_supply"": 10000000000000}"
0x9671065b4fad632222de0f4e0d873fe26d908e3d,decoded,000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000000000000000000000000000000000174876e800000000000000000000000000000000000000000000000000000000000000000844696e6f73617572000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000844696e6f73617572000000000000000000000000000000000000000000000000,"{""_name"": ""Dinosaur"", ""_symbol"": ""Dinosaur"", ""_supply"": 100000000000}"
0x93ed3fbe21207ec2e8f2d3c3de6e058cb73bc04d,decoded,00000000000000000000000001aeac2635c607137318e217c0c29360c91cbddc0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e0000000000000000000000000000000000000000000000000000000000000001200000000000000000000000000000000000000000000000000000000000001200000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000850696e616b696f6e0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003504e4b0000000000000000000000000000000000000000000000000000000000,"{""_tokenFactory"": ""0x01aeac2635c607137318e217c0c29360c91cbddc"", ""_parentToken"": ""0x0000000000000000000000000000000000000000"", ""_parentSnapShotBlock"": 0, ""_tokenName"": ""Pinakion"", ""_decimalUnits"": 18, ""_tokenSymbol"": ""PNK"", ""_transfersEnabled"": true}"
0x27496c3b6dca595fca4651655335953690e7978c,decoded,000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000000000000000000000000000000009184e72a00000000000000000000000000000000000000000000000000000000000000000034e324f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000034e324f0000000000000000000000000000000000000000000000000000000000,"{""_name"": ""N2O"", ""_symbol"": ""N2O"", ""_supply"": 10000000000000}"
0xdb5c9b5a9b8fa9ee9643fe96f88b7f813f895eb0,decoded,000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000000000000000000000000000000000174876e800000000000000000000000000000000000000000000000000000000000000000744414f5357415000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000744414f5357415000000000000000000000000000000000000000000000000000,"{""_name"": ""DAOSWAP"", ""_symbol"": ""DAOSWAP"", ""_supply"": 100000000000}"
0xa0ade8c33166662c28fde74c3321e260be230315,decoded,000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000000000000000000000000000000009184e72a00000000000000000000000000000000000000000000000000000000000000000054f7377617000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000054f73776170000000000000000000000000000000000000000000000000000000,"{""_name"": ""Oswap"", ""_symbol"": ""Oswap"", ""_supply"": 10000000000000}"
0xc6fbe1a9ad6ce9a9cc939a006e54d7976b3ffe32,decoded,000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000000000000000000000000000000000174876e800000000000000000000000000000000000000000000000000000000000000000c414c544156412047726f757000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006414c544156410000000000000000000000000000000000000000000000000000,"{""_name"": ""ALTAVA Group"", ""_symbol"": ""ALTAVA"", ""_supply"": 100000000000}"
0xe7537ada16f22f4dca3f3a171a65093188538f32,decoded,000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000000000000000000000000000000009184e72a00000000000000000000000000000000000000000000000000000000000000000044e4654500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000044e46545000000000000000000000000000000000000000000000000000000000,"{""_name"": ""NFTP"", ""_symbol"": ""NFTP"", ""_supply"": 10000000000000}"
0xf4606d25d7dde95020f9a783bbe0d73ef885436c,decoded,000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000000000000000000000000000000009184e72a0000000000000000000000000000000000000000000000000000000000000000009534849424120494e5500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009534849424120494e550000000000000000000000000000000000000000000000,"{""_name"": ""SHIBA INU"", ""_symbol"": ""SHIBA INU"", ""_supply"": 10000000000000}"
0x79c068c0e9ed89bed0fc37dad0f8cee9d5ff1c74,decoded,000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000000000000000000000000000000009184e72a00000000000000000000000000000000000000000000000000000000000000000085a4f4f545357415000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000085a4f4f5453574150000000000000000000000000000000000000000000000000,"{""_name"": ""ZOOTSWAP"", ""_symbol"": ""ZOOTSWAP"", ""_supply"": 10000000000000}"
0x9bc50fba0b3317005060a113cd12bccff4e28136,decoded,000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000000000000000000000000000000009184e72a00000000000000000000000000000000000000000000000000000000000000000034f324f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000034f324f0000000000000000000000000000000000000000000000000000000000,"{""_name"": ""O2O"", ""_symbol"": ""O2O"", ""_supply"": 10000000000000}"
0x1521074a4423265c7c9ddd88296997eaea210dc5,decoded,000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000000000000000000000000000000009184e72a0000000000000000000000000000000000000000000000000000000000000000007414952534849420000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000074149525348494200000000000000000000000000000000000000000000000000,"{""_name"": ""AIRSHIB"", ""_symbol"": ""AIRSHIB"", ""_supply"": 10000000000000}"
0x765f0c16d1ddc279295c1a7c24b0883f62d33f75,decoded,00000000000000000000000049fb18b9c2c238fd9f9e11db2075d3d0cf967032,"{""_tokenFactory"": ""0x49fb18b9c2c238fd9f9e11db2075d3d0cf967032""}"
0xe8599783e272ec087fada183b05516304fa2c7ff,decoded,0000000000000000000000000000000000000000033b2e3c9fd0803ce800000000000000000000000000000000000000000000000000000000000000000000120000000000000000000000005ba49fcf7c9dce67d6a9fc92cc51c8e77cba5b7a0000000000000000000000000000000000000000000000000000000000000000,"{""_maxSupply"": 1000000000000000000000000000, ""decimals"": 18, ""_genesisToken"": ""0x5ba49fcf7c9dce67d6a9fc92cc51c8e77cba5b7a"", ""transferAllSupplyToOwner"": false}"
0xaacf3c7845551f21484e7ed4b2652ad046031e72,decoded,000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000000000000000000000000000000000003b9aca00000000000000000000000000000000000000000000000000000000000000000d536c6f70652046696e616e6365000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005534c4f5045000000000000000000000000000000000000000000000000000000,"{""_name"": ""Slope Finance"", ""_symbol"": ""SLOPE"", ""_supply"": 1000000000}"
0x81b462c9e26f8421d18b9ad933db6707497ad50d,decoded,000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000000000000000000000000000000009184e72a000000000000000000000000000000000000000000000000000000000000000000a57494c4420484f52534500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000a57494c4420484f52534500000000000000000000000000000000000000000000,"{""_name"": ""WILD HORSE"", ""_symbol"": ""WILD HORSE"", ""_supply"": 10000000000000}"
0x593e078d0f343359a7ff1b2e290d6db6cfd060d5,decoded,000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000000000000000000000000000000009184e72a000000000000000000000000000000000000000000000000000000000000000000b45766572544f50f09f9a80000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000b45766572544f50f09f9a80000000000000000000000000000000000000000000,"{""_name"": ""EverTOP🚀"", ""_symbol"": ""EverTOP🚀"", ""_supply"": 10000000000000}"
0x865385f4bcfb07ce0bc09638c47019349dfb5d39,decoded,000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a000000000000000000000000000000000000000000000000000038d7ea4c680000000000000000000000000000000000000000000000000000000000000000003414343000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000034143430000000000000000000000000000000000000000000000000000000000,"{""_name"": ""ACC"", ""_symbol"": ""ACC"", ""_supply"": 1000000000000000}"
0x744e4c6bbac4b949613de785df058ea2f2522ccc,decoded,000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000000000000000000000000000000009184e72a0000000000000000000000000000000000000000000000000000000000000000007414952534849420000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000074149525348494200000000000000000000000000000000000000000000000000,"{""_name"": ""AIRSHIB"", ""_symbol"": ""AIRSHIB"", ""_supply"": 10000000000000}"
0xb6d00b8c999bb828d57b6de28a4de8d5ef605bae,decoded,000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000000000000000000000000000000009184e72a00000000000000000000000000000000000000000000000000000000000000000085a4f4f545357415000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000085a4f4f5453574150000000000000000000000000000000000000000000000000,"{""_name"": ""ZOOTSWAP"", ""_symbol"": ""ZOOTSWAP"", ""_supply"": 10000000000000}"
0x510820b74d0d1e0310d670a94ee6f3204238da37,decoded,000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a000000000000000000000000000000000000000000000000000005af3107a40000000000000000000000000000000000000000000000000000000000000000003435143000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000034351430000000000000000000000000000000000000000000000000000000000,"{""_name"": ""CQC"", ""_symbol"": ""CQC"", ""_supply"": 100000000000000}"
0xcabd10ed33d3fd1df9609f64f53b9efce60f4155,decoded,000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000000000000000000000000000000009184e72a0000000000000000000000000000000000000000000000000000000000000000003433243000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000034332430000000000000000000000000000000000000000000000000000000000,"{""_name"": ""C2C"", ""_symbol"": ""C2C"", ""_supply"": 10000000000000}"
0xaecea37a86a1a74a30664e7808c4c85388a975ed,decoded,000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a0000000000000000000000000000000000000000000000000000000e8d4a5100000000000000000000000000000000000000000000000000000000000000000034d324d000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000034d324d0000000000000000000000000000000000000000000000000000000000,"{""_name"": ""M2M"", ""_symbol"": ""M2M"", ""_supply"": 1000000000000}"
